Read file config.yml
Running executor...
Loaded function exp00_front. lib_load_elasped: 129, func_load_elasped: 2
Loaded function exp00_back. lib_load_elasped: 137, func_load_elasped: 1
chain_length = 2, payload_size = 512, token 20914 us.
chain_length = 2, payload_size = 512, token 27271 us.
chain_length = 2, payload_size = 512, token 110958 us.
chain_length = 2, payload_size = 512, token 19060 us.
chain_length = 2, payload_size = 512, token 88162 us.
chain_length = 2, payload_size = 512, token 47053 us.
chain_length = 2, payload_size = 512, token 53987 us.
chain_length = 2, payload_size = 512, token 584325 us.
chain_length = 2, payload_size = 512, token 549699 us.
chain_length = 2, payload_size = 512, token 20716 us.
chain_length = 2, payload_size = 512, token 773027 us.
chain_length = 2, payload_size = 512, token 617238 us.
chain_length = 2, payload_size = 512, token 43247 us.
chain_length = 2, payload_size = 512, token 700920 us.
chain_length = 2, payload_size = 512, token 829704 us.
chain_length = 2, payload_size = 512, token 637590 us.
chain_length = 2, payload_size = 512, token 1495726 us.
chain_length = 2, payload_size = 512, token 519628 us.
chain_length = 2, payload_size = 512, token 390168 us.
chain_length = 2, payload_size = 512, token 1667518 us.
chain_length = 2, payload_size = 512, token 606710 us.
chain_length = 2, payload_size = 512, token 1649314 us.
chain_length = 2, payload_size = 512, token 1998330 us.
chain_length = 2, payload_size = 512, token 2320521 us.
chain_length = 2, payload_size = 512, token 921315 us.
chain_length = 2, payload_size = 512, token 2231943 us.
chain_length = 2, payload_size = 512, token 83088 us.
chain_length = 2, payload_size = 512, token 2639167 us.
chain_length = 2, payload_size = 512, token 2068752 us.
chain_length = 2, payload_size = 512, token 35725 us.
chain_length = 2, payload_size = 512, token 1814842 us.
chain_length = 2, payload_size = 512, token 1485931 us.
chain_length = 2, payload_size = 512, token 91536 us.
chain_length = 2, payload_size = 512, token 2205082 us.
chain_length = 2, payload_size = 512, token 1871824 us.
chain_length = 2, payload_size = 512, token 4109223 us.
chain_length = 2, payload_size = 512, token 130417 us.
chain_length = 2, payload_size = 512, token 52505 us.
chain_length = 2, payload_size = 512, token 2887755 us.
chain_length = 2, payload_size = 512, token 3401843 us.
chain_length = 2, payload_size = 512, token 968302 us.
chain_length = 2, payload_size = 512, token 26086 us.
chain_length = 2, payload_size = 512, token 682874 us.
