Read file config.yml
Running executor...
Loaded function exp06_marketdata. lib_load_elasped: 5579, func_load_elasped: 4
Loaded function exp06_run_audit_3. lib_load_elasped: 246, func_load_elasped: 1
Loaded function exp06_run_audit_10. lib_load_elasped: 294, func_load_elasped: 1
Loaded function exp06_run_audit_11. lib_load_elasped: 380, func_load_elasped: 2
Loaded function exp06_run_audit_18. lib_load_elasped: 164, func_load_elasped: 1
Loaded function exp06_run_audit_7. lib_load_elasped: 187, func_load_elasped: 1
Loaded function exp06_run_audit_6. lib_load_elasped: 307, func_load_elasped: 1
Loaded function exp06_run_audit_8. lib_load_elasped: 155, func_load_elasped: 0
Loaded function exp06_run_audit_5. lib_load_elasped: 154, func_load_elasped: 1
Loaded function exp06_run_audit_13. lib_load_elasped: 155, func_load_elasped: 0
