Read file config.yml
Running executor...
Loaded function exp06_run_audit_10. lib_load_elasped: 210, func_load_elasped: 2
Loaded function exp06_run_audit_8. lib_load_elasped: 176, func_load_elasped: 1
Loaded function exp06_run_audit_20. lib_load_elasped: 169, func_load_elasped: 1
Loaded function exp06_marketdata. lib_load_elasped: 5507, func_load_elasped: 2
Loaded function exp06_run_audit_19. lib_load_elasped: 246, func_load_elasped: 1
Loaded function exp06_run_audit_9. lib_load_elasped: 325, func_load_elasped: 2
Loaded function exp06_run_audit_12. lib_load_elasped: 170, func_load_elasped: 0
Loaded function exp06_run_audit_3. lib_load_elasped: 218, func_load_elasped: 1
Loaded function exp06_run_audit_7. lib_load_elasped: 157, func_load_elasped: 0
Loaded function exp06_run_audit_1. lib_load_elasped: 192, func_load_elasped: 1
Loaded function exp06_run_audit_2. lib_load_elasped: 155, func_load_elasped: 0
