Read file config.yml
Running executor...
Loaded function exp06_run_audit_65. lib_load_elasped: 364, func_load_elasped: 3
Loaded function exp06_run_audit_49. lib_load_elasped: 247, func_load_elasped: 1
Loaded function exp06_run_audit_51. lib_load_elasped: 308, func_load_elasped: 1
Loaded function exp06_run_audit_71. lib_load_elasped: 253, func_load_elasped: 1
Loaded function exp06_run_audit_62. lib_load_elasped: 258, func_load_elasped: 1
Loaded function exp06_run_audit_30. lib_load_elasped: 248, func_load_elasped: 1
Loaded function exp06_run_audit_76. lib_load_elasped: 222, func_load_elasped: 1
Loaded function exp06_run_audit_2. lib_load_elasped: 272, func_load_elasped: 1
Loaded function exp06_run_audit_36. lib_load_elasped: 244, func_load_elasped: 1
Loaded function exp06_run_audit_50. lib_load_elasped: 248, func_load_elasped: 1
Loaded function exp06_run_audit_8. lib_load_elasped: 297, func_load_elasped: 1
Loaded function exp06_run_audit_42. lib_load_elasped: 247, func_load_elasped: 1
Loaded function exp06_run_audit_48. lib_load_elasped: 261, func_load_elasped: 1
Loaded function exp06_run_audit_55. lib_load_elasped: 245, func_load_elasped: 1
Loaded function exp06_marketdata. lib_load_elasped: 4132, func_load_elasped: 2
Loaded function exp06_run_audit_23. lib_load_elasped: 283, func_load_elasped: 1
Loaded function exp06_run_audit_6. lib_load_elasped: 302, func_load_elasped: 2
Loaded function exp06_run_audit_16. lib_load_elasped: 288, func_load_elasped: 1
Loaded function exp06_run_audit_44. lib_load_elasped: 250, func_load_elasped: 1
Loaded function exp06_run_audit_18. lib_load_elasped: 263, func_load_elasped: 1
Loaded function exp06_run_audit_53. lib_load_elasped: 258, func_load_elasped: 1
Loaded function exp06_run_audit_64. lib_load_elasped: 258, func_load_elasped: 1
Loaded function exp00_back. lib_load_elasped: 241, func_load_elasped: 1
Loaded function exp00_front. lib_load_elasped: 174, func_load_elasped: 1
chain_length = 128, payload_size = 512, token 2405017 us.
