Read file config.yml
Running executor...
Loaded function exp06_marginbalance. lib_load_elasped: 476, func_load_elasped: 3
req_id = 100000, token 21108 us.
req_id = 100000, token 22580 us.
req_id = 100000, token 15821 us.
req_id = 100000, token 17040 us.
req_id = 100000, token 17203 us.
req_id = 100000, token 30358 us.
req_id = 100000, token 20216 us.
req_id = 100000, token 17687 us.
req_id = 100000, token 21710 us.
req_id = 100000, token 14844 us.
req_id = 100000, token 34300 us.
req_id = 100000, token 14279 us.
req_id = 100000, token 20368 us.
req_id = 100000, token 20324 us.
req_id = 100000, token 32472 us.
req_id = 100000, token 31052 us.
req_id = 100000, token 15783 us.
req_id = 100000, token 32405 us.
req_id = 100000, token 21938 us.
req_id = 100000, token 20342 us.
req_id = 100000, token 30262 us.
req_id = 100000, token 29586 us.
req_id = 100000, token 18092 us.
req_id = 100000, token 14977 us.
req_id = 100000, token 25762 us.
req_id = 100000, token 30118 us.
req_id = 100000, token 40749 us.
req_id = 100000, token 32720 us.
req_id = 100000, token 30659 us.
req_id = 100000, token 15914 us.
req_id = 100000, token 17438 us.
req_id = 100000, token 15628 us.
req_id = 100000, token 24002 us.
req_id = 100000, token 29886 us.
req_id = 100000, token 21988 us.
req_id = 100000, token 14418 us.
req_id = 100000, token 21741 us.
req_id = 100000, token 13988 us.
req_id = 100000, token 28899 us.
req_id = 100000, token 18320 us.
req_id = 100000, token 18081 us.
req_id = 100000, token 16516 us.
req_id = 100000, token 15807 us.
req_id = 100000, token 30765 us.
req_id = 100000, token 20548 us.
req_id = 100000, token 15731 us.
req_id = 100000, token 14926 us.
req_id = 100000, token 23218 us.
req_id = 100000, token 20419 us.
req_id = 100000, token 27733 us.
req_id = 100000, token 31072 us.
req_id = 100000, token 14798 us.
req_id = 100000, token 17819 us.
req_id = 100000, token 44604 us.
req_id = 100000, token 28794 us.
req_id = 100000, token 24855 us.
req_id = 100000, token 61966 us.
req_id = 100000, token 35015 us.
req_id = 100000, token 31131 us.
req_id = 100000, token 28520 us.
req_id = 100000, token 20511 us.
req_id = 100000, token 44076 us.
req_id = 100000, token 31299 us.
req_id = 100000, token 33728 us.
req_id = 100000, token 18058 us.
req_id = 100000, token 18238 us.
req_id = 100000, token 20377 us.
req_id = 100000, token 20147 us.
req_id = 100000, token 20671 us.
req_id = 100000, token 19027 us.
req_id = 100000, token 20783 us.
req_id = 100000, token 19705 us.
req_id = 100000, token 18821 us.
req_id = 100000, token 21229 us.
req_id = 100000, token 24715 us.
req_id = 100000, token 24673 us.
req_id = 100000, token 18207 us.
req_id = 100000, token 19156 us.
req_id = 100000, token 18063 us.
req_id = 100000, token 18150 us.
req_id = 100000, token 18195 us.
req_id = 100000, token 20581 us.
req_id = 100000, token 14217 us.
req_id = 100000, token 16630 us.
req_id = 100000, token 39306 us.
req_id = 100000, token 20001 us.
req_id = 100000, token 20369 us.
req_id = 100000, token 15249 us.
req_id = 100000, token 24945 us.
req_id = 100000, token 31584 us.
req_id = 100000, token 17683 us.
req_id = 100000, token 30997 us.
req_id = 100000, token 42989 us.
req_id = 100000, token 26864 us.
req_id = 100000, token 22672 us.
req_id = 100000, token 27674 us.
req_id = 100000, token 20615 us.
req_id = 100000, token 30203 us.
req_id = 100000, token 30940 us.
req_id = 100000, token 43306 us.
